My_bind Hist HistReWeighted
0.005 0.0 0.0
0.01501002004008016 0.0 0.0
0.025020040080160323 0.0 0.0
0.03503006012024048 0.0 0.0
0.04504008016032064 0.0 0.0
0.055050100200400805 0.0 0.0
0.06506012024048097 0.0 0.0
0.07507014028056114 0.0 0.0
0.0850801603206413 0.0026477236034872457 0.0031360249370868433
0.09509018036072145 0.32642342051447637 0.3373466884327292
0.10510020040080162 10.103239694327844 10.166905517984777
0.11511022044088177 109.542255946615 109.47899925777735
0.12512024048096193 501.1254009256269 501.47443712193797
0.1351302605210421 1113.3647508341405 1113.4619731469543
0.14514028056112227 1403.613970509095 1402.801304398644
0.1551503006012024 1165.555838983963 1164.390933432644
0.16516032064128258 721.3919061457324 721.2787162883604
0.17517034068136275 366.89034549564093 367.3202763641044
0.1851803607214429 164.81244214831557 165.46482893924545
0.19519038076152306 69.0505973522764 69.32579272350038
0.20520040080160323 28.269863308578195 28.4200325184544
0.21521042084168338 11.837520180820148 11.85919376033111
0.22522044088176355 5.387374878915079 5.413969562788096
0.23523046092184371 2.8000322893122376 2.835346549233111
0.24524048096192386 1.683005058658917 1.7181450652549373
0.255250501002004 1.140081799591002 1.1610159745428164
0.2652605210420842 0.837886126358842 0.83160734194231
0.27527054108216437 0.657474975783016 0.6730011147172031
0.28528056112224454 0.5493918846195243 0.5494430027103019
0.29529058116232465 0.4805618340329351 0.4979318902332201
0.3053006012024048 0.4524055537617049 0.45110707476392625
0.315310621242485 0.46246905607577227 0.47365405595423143
0.32532064128256516 0.5419761059089442 0.554579243755161
0.33533066132264533 0.7398450113012592 0.7354579073333695
0.3453406813627255 1.1912818856958345 1.1964324534329736
0.35535070140280567 2.056936820579055 2.0380362533245
0.3653607214428858 3.6374448390915943 3.593352661567236
0.37537074148296595 6.134818641696265 6.09851741665984
0.3853807615230461 9.627305995048973 9.539689599400766
0.3953907815631263 13.845969217522333 13.79044930987209
0.40540080160320646 17.862006242600366 17.823370287784904
0.41541082164328663 20.65398773006135 20.685091653423033
0.42542084168336675 21.170907329673877 21.13479855292081
0.4354308617234469 19.48642772575611 19.461428808743833
0.4454408817635271 16.223732644494667 16.221811340415357
0.45545090180360726 12.435270692067594 12.488262807846395
0.4654609218436874 8.994747605209342 9.035133678503199
