My_bind Hist HistReWeighted
0.005 0.0 0.0
0.01501002004008016 0.0 0.0
0.025020040080160323 0.0 0.0
0.03503006012024048 0.0 0.0
0.04504008016032064 0.0 0.0
0.055050100200400805 0.0 0.0
0.06506012024048097 0.0 0.0
0.07507014028056114 0.0 0.0
0.0850801603206413 0.0021485091442645285 0.002566001446870567
0.09509018036072145 0.3327045013886705 0.3243135684546946
0.10510020040080162 10.227479955981764 10.18010903250314
0.11511022044088177 111.14447413928627 111.53828673565569
0.12512024048096193 507.1857150343237 505.14224320253726
0.1351302605210421 1123.5411622910444 1119.257672994715
0.14514028056112227 1411.4215794162344 1407.3580495770575
0.1551503006012024 1166.2806162553059 1163.3334918163343
0.16516032064128258 717.5141749200859 719.2968470927204
0.17517034068136275 361.8746004297019 364.42450313380766
0.1851803607214429 160.83571765445686 163.32600308577486
0.19519038076152306 66.38636482733322 67.73033940836869
0.20520040080160323 26.565739139548292 27.182025592162724
0.21521042084168338 10.81512340826914 11.424161348435991
0.22522044088176355 4.714248283812818 5.057838617163811
0.23523046092184371 2.3408269140072315 2.6414874828401853
0.24524048096192386 1.3389404181732434 1.568087153596773
0.255250501002004 0.8742336110674422 1.0407789330995516
0.2652605210420842 0.6290415553110098 0.778624538222638
0.27527054108216437 0.48970287690614683 0.6036204398160689
0.28528056112224454 0.40271445789446103 0.5014330469469451
0.29529058116232465 0.36493213855263845 0.44263953418648905
0.3053006012024048 0.34858250799140594 0.3936995040860351
0.315310621242485 0.38348268092019067 0.43575411519353674
0.32532064128256516 0.48404338940418173 0.5371439785024206
0.33533066132264533 0.7301786930776083 0.758362659808567
0.3453406813627255 1.2315149609600167 1.1784954855203527
0.35535070140280567 2.1748676832783103 2.0619196016171943
0.3653607214428858 3.777707907561704 3.5795552105473947
0.37537074148296595 6.2197767646596445 6.065986856120403
0.3853807615230461 9.545144893360582 9.349173973596608
0.3953907815631263 13.429597023528794 13.361949824339424
0.40540080160320646 17.098307394015613 17.08130660008185
0.41541082164328663 19.606980034585757 19.836413110883413
0.42542084168336675 20.03353770371535 20.442397550028453
0.4354308617234469 18.375831892260127 18.698449879591806
0.4454408817635271 15.287376198710895 15.851844004638286
0.45545090180360726 11.800345857569562 12.277680868943941
0.4654609218436874 8.52418382853849 8.793556781977143
