My_bind Hist HistReWeighted
0.005 0.0 0.0
0.01501002004008016 0.0 0.0
0.025020040080160323 0.0 0.0
0.03503006012024048 0.0 0.0
0.04504008016032064 0.0 0.0
0.055050100200400805 0.0 0.0
0.06506012024048097 0.0 0.0
0.07507014028056114 0.0 0.0
0.0850801603206413 0.002264056014422875 0.002149142257347305
0.09509018036072145 0.32530082596117565 0.3187572845808128
0.10510020040080162 10.076453817450002 10.070301515452746
0.11511022044088177 109.48195044232948 109.32339086381047
0.12512024048096193 501.30703115173367 500.2828692177678
0.1351302605210421 1113.7107458806759 1111.5893836921728
0.14514028056112227 1404.2045092448957 1402.8088950978317
0.1551503006012024 1165.6713450169805 1165.0677191285085
0.16516032064128258 721.3612741604126 722.4192982913231
0.17517034068136275 366.54261875812335 367.2265478844157
0.1851803607214429 164.5206175841684 165.44344627156988
0.19519038076152306 68.79452643495031 69.55390989460173
0.20520040080160323 28.113360026833256 28.45596038798715
0.21521042084168338 11.782577250429751 12.089980657168644
0.22522044088176355 5.35221793635487 5.602960454437295
0.23523046092184371 2.780721982306821 2.94537083311184
0.24524048096192386 1.6620372311433484 1.7825654763945848
0.255250501002004 1.1247956060542534 1.237772335623066
0.2652605210420842 0.835845457213534 0.937877022202966
0.27527054108216437 0.6534317219403799 0.7529854085135849
0.28528056112224454 0.549169846128045 0.6459627542970839
0.29529058116232465 0.47959205064777166 0.532919028361897
0.3053006012024048 0.44989727894008635 0.4978895003376656
0.315310621242485 0.4658400067083141 0.5094677032945633
0.32532064128256516 0.5477338476374156 0.5806309242635769
0.33533066132264533 0.7437319189971069 0.7975882094767773
0.3453406813627255 1.1861766802230513 1.2246890424164576
0.35535070140280567 2.06095132279569 2.047445172833444
0.3653607214428858 3.6450568110351766 3.5600712409390627
0.37537074148296595 6.154511341243554 5.919514778955569
0.3853807615230461 9.658274286193452 9.403008390201082
0.3953907815631263 13.824189761435582 13.54211023591337
0.40540080160320646 17.87931323634229 17.544234663284023
0.41541082164328663 20.64042388159826 20.357315045437982
0.42542084168336675 21.17282294243428 21.0370615763647
0.4354308617234469 19.44269632300533 19.51147861060186
0.4454408817635271 16.18854555364555 16.34199770453241
0.45545090180360726 12.450547146870154 12.533640606275098
0.4654609218436874 8.9801895098738 9.087584605691529
