s Exp
0.975 -0.2459023600684498
1.025 -1.4282658305690277
1.0750000000000002 -2.228190572456274
1.1250000000000002 -2.693225010655971
1.1750000000000005 -3.0079124687715875
1.2250000000000003 -3.1522333320647524
1.2750000000000004 -3.271174520627994
1.3250000000000004 -3.282275345238342
1.3750000000000004 -3.174352068666962
1.4250000000000005 -3.118340933934994
1.4750000000000003 -2.86429735670213
1.5250000000000006 -2.737694203024336
1.5750000000000006 -2.5245739166645467
1.6250000000000009 -2.288108057467924
1.6750000000000007 -2.14893912256769
1.7250000000000008 -1.819941162233348
1.7750000000000008 -1.6227822797174758
1.8250000000000008 -1.3446892106626
1.8750000000000009 -1.314511449694355
1.925000000000001 -1.146103037760268
1.975000000000001 -0.905170376479643
2.025000000000001 -1.000444005452719
2.075000000000001 -0.7537508565125197
2.125000000000001 -0.7814431386342378
2.175000000000001 -0.6110013749625312
2.2250000000000014 -0.436001991299535
2.275000000000001 -0.3547001898103428
2.325000000000001 -0.1674466092826074
2.3750000000000013 -0.0931823564755571
2.4250000000000016 -0.1718970658518737
2.4750000000000014 -0.1456990364214068
2.525000000000001 0.0844020005787076
2.575000000000001 0.1151519220475414
2.6250000000000018 0.0502991350184771
2.6750000000000016 0.0312746227164755
2.7250000000000014 -0.0026099913019459
2.7750000000000017 0.0893348804947749
2.825000000000002 -0.0609575768917745
2.8750000000000018 -0.280757441353896
2.9250000000000016 0.1152895464340453
2.9750000000000014 -0.0186077084800571
3.025000000000002 0.071718759847001
3.075000000000002 -0.1802387872998174
3.1250000000000018 -0.113266921791503
3.1750000000000016 0.0111879937272929
3.2250000000000023 -0.017131867279998
3.275000000000002 0.2254912790844425
3.325000000000002 0.1588952326842427
3.3750000000000018 0.0514537246941904
3.4250000000000025 0.0516659502549918
3.4750000000000023 -0.0800327611987512
3.525000000000002 -0.0248744366117854
3.575000000000002 -0.0665947990157418
3.625000000000002 -0.0437952946313524
3.6750000000000025 0.0689918425286268
3.7250000000000014 -0.0254224668710207
3.775000000000002 0.0551116373011275
3.825000000000003 -0.0496261955915144
3.875000000000002 -0.0988003697683801
3.9250000000000025 0.0255755743345726
3.9750000000000014 0.0905245905629374
4.025000000000003 0.0641758174073405
4.075000000000003 -0.0351727229591469
4.125000000000003 -0.1020744894012271
4.1750000000000025 -0.0106982590958351
4.225000000000003 -0.0260936963355069
4.275000000000003 -0.0323986876637309
4.325000000000003 -0.0336293592203986
4.375000000000003 0.0311621563584951
4.425000000000003 0.0454775060597132
4.475000000000003 -0.0115809501092831
