s Excess Bind Excess_std Bind_std
1.4 -4.201908022274438 -1.6998754397424136 9.738977881955975 1.433782550588799
1.5 -1.8732439819723368 -0.9380316666179169 6.507222381841723 0.9912556851716099
1.6 -2.244823404001181 -1.5124714743001277 5.677058416924763 0.8700777323095265
1.7 1.7444935744906616 -0.8784972751702753 5.317027577647464 0.8372600814646667
1.8 0.9057440745255008 -0.4988814573094942 4.676681139551674 0.7345127970629981
1.9 0.15554065106061898 -0.41652777283479736 4.584704072034652 0.7603956071028082
2.0 0.5246567442354717 -0.4983355535175633 4.258708682214732 0.6974877038885565
2.1 -0.4359143704341477 -0.45966263965055987 3.896847055925169 0.6360187800758126
2.2 0.21135906387917203 0.07194540147361295 3.57435138625045 0.5987256174937208
2.3 0.8459870646993295 -0.595774047331247 3.4934120584947577 0.5708988240792867
2.4 -0.3295710498468907 0.0627006840533113 3.367614515728099 0.5409703025033181
2.5 -0.7253493197304124 0.013641990074006571 3.2436368451821807 0.5237782828665856
2.6 0.8124353434341174 0.3309554309161058 3.18801068826743 0.5235384207727571
2.7 1.1672532678412608 0.17707104620285463 3.036965955416543 0.5109840527050091
2.8 0.5012376478316583 -0.22450424824990023 3.1388849145482185 0.5192508966317168
2.9 -0.7095310285740197 -0.03169601305660308 3.0652874090797324 0.5009509874460726
3.0 1.3543096891635287 0.09328742542663804 2.9502527077659155 0.4889416803011001
3.1 -0.5128443040630373 -0.39532586305006134 2.8343814541084185 0.4596846013645862
3.2 0.12105237805735669 -0.10703051134635189 3.0456989333334663 0.4961197737353018
3.3 -0.6705804209741473 -0.14209701825541288 3.1873851422444717 0.5211026434704262
3.4 0.1304600148296231 0.015121971222583852 3.202845827725082 0.5251573876801529
3.5 0.12318021074133867 -0.4724044853825262 3.1292801702725828 0.5121506640460123
3.6 0.06676032466748438 -0.22215846621304536 3.282887578910098 0.5434724826275357
3.7 -0.6083308346633203 0.2032457547749118 3.350870592662364 0.5316614490768765
3.8 -1.0258982957557237 0.15144452559968613 3.4417826564814944 0.5650436631014982
3.9 -0.7694359256502139 0.10362647475017184 3.622259573340581 0.5943333275992272
4.0 -0.5771254028068142 -0.4403911832728227 3.6142259753885257 0.6144048372725731
4.1 0.3868641926737837 -0.3714918119471804 3.69695835302189 0.6179434475560653
4.2 0.3008296295784021 -0.02159622247813786 3.9148261652254623 0.6339910293712989
4.3 -0.4752403112479442 -0.2868798255208276 4.001337466553965 0.6447316500436469
4.4 0.8486394246165219 -0.5847321394281835 4.259189733475798 0.7065836864407502
4.5 0.9166279195333118 -0.15473967517277742 4.447605539979362 0.7283672385839661
4.6 -0.9757636168060344 -0.43452169399495233 4.172047475187312 0.6990555003811589
4.7 -1.15617589428075 -0.8311396482284863 4.418922676823102 0.7167202237285444
4.8 0.23466778910096764 -0.693181242873834 4.692947019705967 0.7740531182260094
4.9 -2.6632343121609665 -1.2433995274576546 4.715280551024788 0.7557537913922003
5.0 -3.1155853421132633 -0.9782104453817055 4.980339433966842 0.8234388882718058
5.1 1.0292331815926445 -0.8378138601888168 5.039955435607108 0.8229292521138204
5.2 1.382461215431249 -0.8930656894132198 5.120061398723111 0.8540446649326963
5.3 -1.4146353628275392 -1.0640731195688886 5.076999116645777 0.8347897765252024
5.4 0.542887642452115 -0.878484348087909 4.955992673994311 0.7901588203717791
5.5 0.7001008337574604 -0.8215709050768965 4.768214281155123 0.7855024636091247
5.6 -1.1028249870651052 -1.0528688076261687 5.129110472458 0.8332335892429233
5.7 -1.4899272461370856 -0.8533251286077075 5.549787063885061 0.9377568677921104
5.8 -0.46593727272102115 -0.7704884971964248 6.227897457202165 0.9930818529325096
5.9 0.7296604259381638 -0.4092141405618577 6.86417022043104 1.1156254318047176
